Invoice Number,Invoice Date,Country of Origin,HS Code,Mat. NO.,Description,Default,Quantity,Weight per PC (kg),Unit Price (per batch),Price per PC,Total Price,Currency
59638705,02.02.2026,CZ,830230,57H823185,Hood latch - upper portion,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),30,0.274,196.86,100 /PC,59.06,EUR
59638705,02.02.2026,CZ,830230,57H823186,Hood latch - upper portion,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),60,0.272,196.86,100 /PC,118.12,EUR
59638705,02.02.2026,DE,830230,57H823359,Gas-filled strut,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),106,0.200,233.95,100 /PC,247.98,EUR
59638705,02.02.2026,CZ,392630,57H823661C,Operating lever,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),80,0.050,359.36,1000 /PC,28.75,EUR
59638705,02.02.2026,RO,392690,57H823716A,Plug,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),70,0.014,548.00,1000 /PC,38.36,EUR
59638705,02.02.2026,CZ,830230,57H825135A,Bracket,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),75,0.129,868.57,1000 /PC,65.14,EUR
59638705,02.02.2026,CZ,870829,57H825206A,Underbody lining,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),30,0.476,490.76,100 /PC,147.23,EUR
59638705,02.02.2026,CZ,392690,57H8275209B9,Cover - lock,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),100,0.026,243.86,1000 /PC,24.39,EUR
59638705,02.02.2026,CZ,401693,57H827705B5AP,COVER SEAL,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),30,0.950,485.61,100 /PC,145.68,EUR
59638705,02.02.2026,DE,870829,57H827878F7C,REAR SPOILER,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),12,3.721,53.74,1 /PC,644.88,EUR
59638705,02.02.2026,DE,870829,57H827878F8P,REAR SPOILER,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),6,3.721,57.85,1 /PC,347.10,EUR
59638705,02.02.2026,DE,870829,57H827878F9R,REAR SPOILER,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),12,3.721,53.74,1 /PC,644.88,EUR
59638705,02.02.2026,DE,870829,57H827878S9R,REAR SPOILER,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),6,3.721,53.74,1 /PC,322.44,EUR
59638705,02.02.2026,DE,392630,57H827931A041,Spoiler,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),60,0.350,623.05,100 /PC,373.84,EUR
59638705,02.02.2026,DE,392630,57H827932A041,Spoiler,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),40,0.340,623.05,100 /PC,249.22,EUR
59638705,02.02.2026,CZ,401693,57H8376975AP,"Door seal, outer",(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),111,0.355,272.95,100 /PC,302.97,EUR
59638705,02.02.2026,CZ,392630,57H837901,Trim,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),22,0.201,198.56,100 /PC,43.68,EUR
59638705,02.02.2026,CZ,392630,57H837902,Trim,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),22,0.201,198.56,100 /PC,43.68,EUR
59638705,02.02.2026,BG,401693,57H839119B5AP,Door seal,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),60,0.132,225.53,100 /PC,135.32,EUR
59638705,02.02.2026,BG,401693,57H839120B5AP,Door seal,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),60,0.130,225.53,100 /PC,135.32,EUR
59638705,02.02.2026,SK,401693,57H8394315AP,Glass channel,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),51,0.640,699.75,100 /PC,356.87,EUR
59638705,02.02.2026,CZ,392630,57H839901,Trim for door window frame,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),66,0.203,198.52,100 /PC,131.02,EUR
59638705,02.02.2026,CZ,392630,57H839902,Trim for door window frame,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),22,0.203,198.52,100 /PC,43.67,EUR
59638705,02.02.2026,ES,870829,57H853216B6DH,"Lining, pillar d",(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),45,0.562,14.52,1 /PC,653.40,EUR
59638705,02.02.2026,AT,392690,57H853621AWOQ,Skoda emblem,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),48,0.028,208.30,100 /PC,99.98,EUR
59638705,02.02.2026,CZ,870829,57H854731A9B9,Trim for wheel arch,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),16,0.493,383.28,100 /PC,61.32,EUR
59638705,02.02.2026,CZ,870829,57H8548199B9,Trim for wheel arch,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),5,0.358,221.02,100 /PC,11.05,EUR
59638705,02.02.2026,CZ,870829,57H8548209B9,Trim for wheel arch,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),25,0.358,221.02,100 /PC,55.26,EUR
59638705,02.02.2026,CZ,870829,57H8572894PK,Rear carrier,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),20,0.264,152.53,100 /PC,30.51,EUR
59638705,02.02.2026,CZ,870829,57H857503A4PK,Cap,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),32,0.118,136.06,100 /PC,43.54,EUR
59638705,02.02.2026,CZ,870829,57H8575044PK,Cap,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),32,0.135,114.53,100 /PC,36.65,EUR
59638705,02.02.2026,ES,392690,57H8577176PS,Cover for loudspeaker,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),32,0.106,228.71,100 /PC,73.19,EUR
59638705,02.02.2026,CZ,870899,57H857865,Cap,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),45,0.057,569.08,1000 /PC,25.61,EUR
59638705,02.02.2026,CZ,870829,57H857946A,Air duct,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),28,0.074,779.84,1000 /PC,21.84,EUR
59638705,02.02.2026,CZ,830120,57H858491AMNB,Press button buckle,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),84,0.139,465.35,100 /PC,390.89,EUR
59638705,02.02.2026,SK,870829,57H860255A,Bracket,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),48,0.304,642.21,100 /PC,308.26,EUR
59638705,02.02.2026,CZ,870829,57H861531ZTB,Luggage compartment floor,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),40,2.362,14.93,1 /PC,597.20,EUR
59638705,02.02.2026,PL,870829,57H8634594PK,Cover for lock carrier,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),48,1.055,365.55,100 /PC,175.46,EUR
59638705,02.02.2026,CZ,870899,57H863957A,Insert,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),21,0.411,293.38,100 /PC,61.61,EUR
59638705,02.02.2026,CZ,870829,57H863959,Sound baffle,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),90,0.027,146.59,1000 /PC,13.19,EUR
59638705,02.02.2026,CZ,870829,57H8640524PK,Glove box,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),30,0.558,389.93,100 /PC,116.98,EUR
59638705,02.02.2026,TR,392690,57H864207BXOF,Armrest,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),42,2.629,20.31,1 /PC,853.02,EUR
59638705,02.02.2026,ES,870899,57H864237,Sound absorber for fender,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),72,0.026,619.66,1000 /PC,44.62,EUR
59638705,02.02.2026,CZ,870899,57H864907,Sound absorber,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),42,0.034,563.80,1000 /PC,23.68,EUR
59638705,02.02.2026,CZ,870829,57H864953,Sound absorber,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),72,0.013,216.47,1000 /PC,15.59,EUR
59638705,02.02.2026,CZ,870829,57H864954,Sound absorber,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),60,0.016,328.18,1000 /PC,19.69,EUR
59638705,02.02.2026,CZ,870829,57H864988,Sound absorber,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),90,0.016,289.29,1000 /PC,26.04,EUR
59638705,02.02.2026,PL,870829,57H867246ERM5,"Lining, pillar d",(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),24,0.324,257.45,100 /PC,61.79,EUR
59638705,02.02.2026,PL,870829,57H867288RM5,"Lining, pillar c",(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),60,0.241,110.72,100 /PC,66.43,EUR
59638705,02.02.2026,CZ,870829,57H8674254PK,Cover for switch,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),140,0.009,217.72,1000 /PC,30.48,EUR
59638705,02.02.2026,CZ,870829,57H8676054PK,Trim panel for hatch gate,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),15,0.934,576.39,100 /PC,86.46,EUR
59638705,02.02.2026,CZ,560819,57H867613C7EY,NET,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),20,0.618,11.77,1 /PC,235.40,EUR
59638705,02.02.2026,CZ,392690,57H868437ARM5,Cap,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),24,0.110,"1,091.04",1000 /PC,26.18,EUR
59638705,02.02.2026,CZ,870829,57H868759,Sound baffle,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),60,0.018,463.49,1000 /PC,27.81,EUR
59638705,02.02.2026,CZ,870829,57H868760,Sound absorber,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),36,0.029,776.59,1000 /PC,27.96,EUR
59638705,02.02.2026,DE,391733,57H877201A,Water drain hose,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),240,0.070,145.06,100 /PC,348.14,EUR
59638705,02.02.2026,DE,391733,57H877203A,Water drain hose,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),80,0.083,160.63,100 /PC,128.50,EUR
59638705,02.02.2026,DE,940199,57H8813144PK,Trim panel for seat frame,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),90,0.350,337.33,100 /PC,303.60,EUR
59638705,02.02.2026,CZ,392690,57H887233A4PK,Guide sleeve,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),462,0.016,253.95,1000 /PC,117.32,EUR
59638705,02.02.2026,XS,852852,57H919605BHIF,Display unit and control panel,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),54,1.322,194.92,1 /PC,"10,525.68",EUR
59638705,02.02.2026,CN,902920,57H920944B,Instrument cluster,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),60,0.948,165.56,1 /PC,"9,933.60",EUR
59638705,02.02.2026,XS,392690,57H945312,Trim for tail light,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),40,0.062,972.59,1000 /PC,38.90,EUR
59638705,02.02.2026,ES,851230,57H951206C,Fanfare horn,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),48,0.240,519.55,100 /PC,249.38,EUR
59638705,02.02.2026,ES,854430,57H971147AQ,Harness for,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),40,0.495,13.21,1 /PC,528.40,EUR
59638705,02.02.2026,ES,854430,57H971693D,Harness for door,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),20,0.367,10.69,1 /PC,213.80,EUR
59638705,02.02.2026,ES,854430,57H971694D,Harness for door,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),20,0.368,921.65,100 /PC,184.33,EUR
59638705,02.02.2026,CZ,392690,57J819063,Intermediate piece,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),20,0.090,169.75,100 /PC,33.95,EUR
59638705,02.02.2026,SK,870829,57J819593,Cover,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),30,0.018,654.21,1000 /PC,19.63,EUR
59638705,02.02.2026,CZ,870829,57J819655,Air duct,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),30,0.226,252.29,100 /PC,75.69,EUR
59638705,02.02.2026,DE,870829,57J8531938RD,Trim,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),60,0.080,12.48,1 /PC,748.80,EUR
59638705,02.02.2026,DE,870829,57J8531948RD,Trim,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),17,0.346,30.46,1 /PC,517.82,EUR
59638705,02.02.2026,CZ,870829,57J8570374PK,Trim,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),56,0.032,562.24,1000 /PC,31.48,EUR
59638705,02.02.2026,ES,870829,57J857053WZK,Cover for instrument,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),32,0.250,701.25,100 /PC,224.40,EUR
59638705,02.02.2026,CZ,870829,57J857097A4PK,Glove box,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),29,1.993,22.86,1 /PC,662.94,EUR
59638705,02.02.2026,CZ,870829,57J8579854PK,Insert for stowage compartment,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),96,0.106,659.92,1000 /PC,63.35,EUR
59638705,02.02.2026,CZ,870829,57J858719AXOF,Cover with air vent,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),40,0.333,42.94,1 /PC,"1,717.60",EUR
59638705,02.02.2026,CZ,870829,57J858721AXOF,Stowage compartment with vent,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),29,1.595,68.00,1 /PC,"1,972.00",EUR
59638705,02.02.2026,CZ,392690,57J863041ALGI,Trim,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),63,0.070,433.43,100 /PC,273.06,EUR
59638705,02.02.2026,CZ,392630,57J8671714PK,"Escutcheon, upper portion",(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),35,0.043,399.73,1000 /PC,13.99,EUR
59638705,02.02.2026,CZ,392630,57J8671724PK,"Escutcheon, upper portion",(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),35,0.048,409.93,1000 /PC,14.35,EUR
59638705,02.02.2026,ES,854430,57J971120AJ,Harness for door,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),20,0.510,16.08,1 /PC,321.60,EUR
59638705,02.02.2026,ES,854430,57J971121G,Harness for door,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),20,0.456,13.24,1 /PC,264.80,EUR
59638705,02.02.2026,FR,903180,57L962238B,SENSOR,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),80,0.051,11.32,1 /PC,905.60,EUR
59638705,02.02.2026,DE,841330,5Q0121599BJ,additional water pump,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),32,0.404,13.96,1 /PC,446.72,EUR
59638705,02.02.2026,CZ,830230,5Q0199517E,support,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),60,0.194,586.36,1000 /PC,35.18,EUR
59638705,02.02.2026,CZ,830230,5Q0199518E,support,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),60,0.188,586.26,1000 /PC,35.18,EUR
59638705,02.02.2026,DE,830230,5Q0825922A,retainer,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),30,0.390,169.35,100 /PC,50.81,EUR
59638705,02.02.2026,DE,870830,5Q2614235L,bracket for ABS unit,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),26,0.456,340.67,100 /PC,88.57,EUR
59638705,02.02.2026,CZ,830230,5QA802117A,Tunnel cross-piece,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),144,0.527,244.47,100 /PC,352.04,EUR
59638705,02.02.2026,DE,392350,5QA803961A,cover for sender unit,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),112,0.106,657.17,1000 /PC,73.60,EUR
59638705,02.02.2026,DE,870829,5QC8647789B9,cover for foot support,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),22,0.134,934.11,1000 /PC,20.55,EUR
59638705,02.02.2026,XS,870899,5QF122101DC,water hose with quick-,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),40,0.494,631.09,100 /PC,252.44,EUR
59638705,02.02.2026,DE,840991,5QF145762D,CHARGE AIR PIPE,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),64,1.483,33.41,1 /PC,"2,138.24",EUR
59638705,02.02.2026,DE,840991,5QF145792G,CHARGE AIR PIPE,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),70,1.270,29.50,1 /PC,"2,065.00",EUR
59638705,02.02.2026,PL,870880,5QS512011S,REAR SHOCK ABSORBER,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),192,2.413,17.82,1 /PC,"3,421.44",EUR
59638705,02.02.2026,DE,840991,5R3129621,Air duct,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),42,0.134,928.32,1000 /PC,38.99,EUR
59638705,02.02.2026,CZ,830120,5TA839015AA,door latch,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),32,0.707,"1,011.31",100 /PC,323.62,EUR
59638705,02.02.2026,CZ,830120,5TA839016AA,door latch,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),32,0.709,"1,011.31",100 /PC,323.62,EUR
59638705,02.02.2026,TR,870829,5TC819152,footwell vent,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),30,0.122,566.76,1000 /PC,17.00,EUR
59638705,02.02.2026,ES,842131,5WA129601,AIR FILTER/MUFFLERUNIT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),29,1.799,904.02,100 /PC,262.17,EUR
59638705,02.02.2026,DE,870899,5WA915345B,Retainer for fuse box,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),40,0.293,728.52,100 /PC,291.41,EUR
59638705,02.02.2026,DE,392690,5WA915418B,battery protection cover,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),54,0.069,859.94,1000 /PC,46.44,EUR
59638705,02.02.2026,DE,853710,5WA962133G,Aerial for access and,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),192,0.032,705.15,100 /PC,"1,353.89",EUR
59638705,02.02.2026,PL,392630,8Y0837206A,"door handle, outer",(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),120,0.055,688.16,1000 /PC,82.58,EUR
