Invoice Number,Invoice Date,Country of Origin,HS Code,Mat. NO.,Description,Default,Quantity,Weight per PC (kg),Unit Price (per batch),Price per PC,Total Price,Currency
59638728,05.02.2026,CZ,940120,57H881031MCIH,FRONT SEAT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,15.000,264.32,1 /PC,264.32,EUR
59638728,05.02.2026,CZ,940120,57H881032JCIH,FRONT SEAT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,16.000,252.46,1 /PC,252.46,EUR
59638728,05.02.2026,CZ,940120,57H881032LGTI,FRONT SEAT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,15.428,218.25,1 /PC,218.25,EUR
59638728,05.02.2026,CZ,940120,57H881032MCIH,FRONT SEAT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,15.000,242.00,1 /PC,242.00,EUR
59638728,05.02.2026,CZ,940120,57H881041HGTI,FRONT SEAT BACKRES,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,10.000,143.35,1 /PC,143.35,EUR
59638728,05.02.2026,CZ,940120,57H881041JCIH,FRONT SEAT BACKRES,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,10.000,227.58,1 /PC,455.16,EUR
59638728,05.02.2026,CZ,940120,57H881042HGTI,FRONT SEAT BACKRES,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,10.000,190.10,1 /PC,190.10,EUR
59638728,05.02.2026,CZ,940120,57H881042JCIH,FRONT SEAT BACKRES,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,10.000,256.08,1 /PC,512.16,EUR
59638728,05.02.2026,UA,940199,57H885031CII,REAR SEAT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,4.000,86.29,1 /PC,172.58,EUR
59638728,05.02.2026,UA,940120,57H885031BGSI,REAR SEAT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,4.000,77.01,1 /PC,77.01,EUR
59638728,05.02.2026,UA,940199,57H885032CII,REAR SEAT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,4.000,78.51,1 /PC,157.02,EUR
59638728,05.02.2026,UA,940120,57H885032BGSI,REAR SEAT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,4.000,60.21,1 /PC,60.21,EUR
59638728,05.02.2026,PL,940199,57H885041CII,REAR SEAT BACKREST,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,19.000,330.44,1 /PC,660.88,EUR
59638728,05.02.2026,PL,940120,57H885041BGSI,REAR SEAT BACKREST,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,19.000,268.99,1 /PC,268.99,EUR
59638728,05.02.2026,PL,940199,57H885042CII,REAR SEAT BACKREST,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,19.000,252.37,1 /PC,504.74,EUR
59638728,05.02.2026,PL,940120,57H885042BGSI,REAR SEAT BACKREST,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,37.000,169.51,1 /PC,169.51,EUR
59638728,05.02.2026,PL,940199,57H888014XOF,REAR SEAT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,3.000,305.62,1 /PC,611.24,EUR
59638728,05.02.2026,CZ,851220,57H941035,LED headlight,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,5.604,164.65,1 /PC,164.65,EUR
59638728,05.02.2026,CZ,851220,57H941035A,LED headlight,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,5.604,164.65,1 /PC,329.30,EUR
59638728,05.02.2026,CZ,851220,57H941036,LED headlight,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,5.604,164.65,1 /PC,164.65,EUR
59638728,05.02.2026,CZ,851220,57H941036A,LED headlight,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,5.604,164.65,1 /PC,329.30,EUR
59638728,05.02.2026,CZ,854430,57H971051138,Central wiring harness,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,5.000,586.56,1 /PC,586.56,EUR
59638728,05.02.2026,CZ,854430,57H971051141,Central wiring harness,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,5.000,521.04,1 /PC,521.04,EUR
59638728,05.02.2026,CZ,854430,57H971051142,Central wiring harness,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,5.000,468.34,1 /PC,468.34,EUR
59638728,05.02.2026,CZ,854430,57H971058138,Central wiring harness,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,5.000,252.17,1 /PC,252.17,EUR
59638728,05.02.2026,CZ,854430,57H971058141,Central wiring harness,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,5.000,246.71,1 /PC,246.71,EUR
59638728,05.02.2026,CZ,854430,57H971058142,Central wiring harness,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,5.000,237.73,1 /PC,237.73,EUR
59638728,05.02.2026,CZ,854430,57J857007BXCC,Dashboard with air duct,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,7.770,82.26,1 /PC,246.78,EUR
59638728,05.02.2026,CZ,870829,57J857017,Cross member for dashbord,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,5.130,33.13,1 /PC,99.39,EUR
59638728,05.02.2026,CZ,700910,57J857501CS9R,EXTERIOR MIRROR,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,2.207,45.05,1 /PC,45.05,EUR
59638728,05.02.2026,CZ,700910,57J857501EF7C,EXTERIOR MIRROR,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,2.312,119.67,1 /PC,119.67,EUR
59638728,05.02.2026,CZ,700910,57J857501FS9R,EXTERIOR MIRROR,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,2.312,140.28,1 /PC,140.28,EUR
59638728,05.02.2026,CZ,700910,57J857502CS9R,EXTERIOR MIRROR,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,2.253,75.85,1 /PC,75.85,EUR
59638728,05.02.2026,CZ,700910,57J857502EF7C,EXTERIOR MIRROR,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,2.344,156.29,1 /PC,156.29,EUR
59638728,05.02.2026,CZ,870829,57J857502FS9R,EXTERIOR MIRROR,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,2.344,102.78,1 /PC,102.78,EUR
59638728,05.02.2026,CZ,570500,57J863011CA9,LUGGAGE COMPARTM.,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,2.047,815.54,100 /PC,24.48,EUR
59638728,05.02.2026,CZ,870829,57J863021B62U,Floor cover,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,5.120,33.16,1 /PC,99.48,EUR
59638728,05.02.2026,SK,870829,57J863935,Sound baffle,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,6.340,25.09,1 /PC,75.27,EUR
59638728,05.02.2026,PL,870891,5Q0145803AD,charge air cooler,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,3.094,23.74,1 /PC,71.22,EUR
59638728,05.02.2026,CZ,870892,5QA253059MD,"EXHAUST SYSTEM, FR",(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,13.789,658.70,1 /PC,"1,976.10",EUR
59638728,05.02.2026,HU,870899,5QS201021AS,FUEL TANK,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,11.761,157.99,1 /PC,473.97,EUR
59638728,05.02.2026,DE,870850,5QS400053,Wheel bearing housing with,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,28.600,193.57,1 /PC,387.14,EUR
59638728,05.02.2026,DE,870850,5QS400053C,STEERING KNUCKLE,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,25.327,165.91,1 /PC,165.91,EUR
59638728,05.02.2026,DE,870850,5QS400054,Wheel bearing housing with,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,28.600,194.47,1 /PC,388.94,EUR
59638728,05.02.2026,DE,870850,5QS400054C,STEERING KNUCKLE,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,25.342,166.93,1 /PC,166.93,EUR
59638728,05.02.2026,CZ,870880,5QS412021ME,SUSPENSION STRUT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),4,7.500,59.11,1 /PC,236.44,EUR
59638728,05.02.2026,CZ,870880,5QS412021MF,SUSPENSION STRUT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,7.380,43.57,1 /PC,87.14,EUR
59638728,05.02.2026,DE,870850,5QS501051DR,FINAL DRIVE,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,17.600,125.93,1 /PC,125.93,EUR
59638728,05.02.2026,DE,870850,5QS501051EB,FINAL DRIVE,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,18.800,141.91,1 /PC,283.82,EUR
59638728,05.02.2026,DE,870850,5QS501052DR,FINAL DRIVE,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,17.600,125.93,1 /PC,125.93,EUR
59638728,05.02.2026,DE,870850,5QS501052EB,FINAL DRIVE,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,18.800,141.91,1 /PC,283.82,EUR
59638728,05.02.2026,DE,870850,5QS521101D,Propeller shaft,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,11.000,109.34,1 /PC,328.02,EUR
59638728,05.02.2026,DE,870894,5QT423051E,STEERING SYSTEM,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,11.900,269.05,1 /PC,807.15,EUR
59638728,05.02.2026,CZ,870891,5WA121251H,radiator,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,3.067,24.90,1 /PC,74.70,EUR
59638728,05.02.2026,PL,870899,5WA199315F,sub-frame,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,11.200,36.98,1 /PC,110.94,EUR
59638728,05.02.2026,CZ,841590,5WA816411A,refrigerant condenser with,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,1.649,22.31,1 /PC,66.93,EUR
59638728,05.02.2026,CZ,841520,5WC816001G,HVAC UNIT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),6,8.674,114.01,1 /PC,684.06,EUR
59638728,05.02.2026,CZ,830120,89A827506A,Hood latch,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,0.487,620.34,100 /PC,18.60,EUR
59638728,05.02.2026,PL,830230,89C800346F7C,DOOR HANDLE,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,0.144,671.05,100 /PC,6.71,EUR
59638728,05.02.2026,PL,830230,89C800346S9R,DOOR HANDLE,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,0.158,671.05,100 /PC,13.42,EUR
59638728,05.02.2026,PL,830160,8V0827507H,striker plate,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,0.140,"1,164.39",1000 /PC,3.48,EUR
59638728,05.02.2026,CZ,870710,57H800411042,BODY W.PAINT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,470.000,"2,772.60",1 /PC,"2,772.60",EUR
59638728,05.02.2026,CZ,870710,57H800411041,BODY W.PAINT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,470.000,"2,797.53",1 /PC,"2,797.53",EUR
59638728,05.02.2026,CZ,870710,57H800411038,BODY W.PAINT,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,470.000,"2,835.76",1 /PC,"2,835.76",EUR
