Inv No,Date,TOI,Product Desc,Quantity,Unit,Currency,Rate,CTH,Basic notification,Sr no,CETH,Excise notification,Sr no,Mrp Sr no,Amount,SAD notification,Sr no,Exim Code,Scheme Notn,Scheme SrNo,Generic Description,BRAND,Model,END USE,EduCessNotnNo,EduCessNotnSrNo ,SHEduCessNotnNo,SHEduCessNotnSrNo,CEXEduCessNotnNo,CEXEduCessNotnSrNo ,Country of origin,RSP Notf,Sr. no.,Sapta Notif No,SAPTA Sr No,Manufacturer,Address,MRP Status,Abatement Rate,IGST Notn No,IGST SrNo,GST CCESS Notn No,GST CCESS SrNo,IGST Exemp Notn Type,IGST Exemp Notn No,IGST Exemp SrNo,GST CCESS Exemp NotnType,GST CCESS Exemp Notn No,GST CCESS Exemp SrNo,Manufacturer Cntry,Manufacturer State,Manuf Postal Code,SWS Notn No,SWS Notn SrNo,Duty Exemption Type,Regn No.,Regn Date,Regn Port,Item SNo. In Lic.,Product Material Code,Type Of Item,Source Country,Transit Country,SQC_Qty,Consigner Name,Consigner Address,Consigner City,Consigner Country,SIMS Category,SIMS Code,Custom Health Cess Notn No,Custom Health Cess Notn SrNo,COO_No ,COO_Date of Issue ,COO_Issuing Country ,COO_Origin Criteria ,COO_Origin Criteria remarks ,COO_Accumulation/Cumulation Status ,FOC Item,AIDC Levy Notification No ,AIDC Levy Notification Sr.No. ,AIDC Exemption Notification No. ,AIDC Exemption Notification Sr.No. ,AIDCNotn_Excise,ADICNotnSr_Excise,Previous BE No.,Previous BE Date,Previous BE IGM No.,Previous BE IGM Date,Previous BE Currency,Previous BE Unit Price,Previous BE Custom House,Aggregate Duty Notification No.,Aggregate Duty Notification Sr.No.,COO_Tariff Shift,COO_Retroactive Issuance Status,COO_Direct Consignment Status,GST_Comp_Cess_SalePrice_INR,CVD_Notn,CVD_SLNo,CVD_Rate,CVD_Calc,CVD_ItemSLNo,CVD_SuppSLNo,COO_ItemSrNoCert
59638718,04.02.2026,FOB,2Q0615405AD SLIDING-CALIPER BRAKE (AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),144,PCS,EUR,41.36,87083000,,,NOEXCISE,,,,,,,,,,AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION,NA,2Q0615405AD,GNX200,,,,,,,CZ,,,,,,,N,,009/2025,II544,001/2017,56,,,,,,,,,,011/2021,17,,,,,,,,,,397.44,SKODA AUTO A.S.,"TR. VACLAVA KLEMENTA 869, 293 01 MLADA BOLESLAV",,Czech Republic,,,,,,,,,,,,011/2021,17,,,,,,,,,,,,,,,,,,,,,,,,
59638718,04.02.2026,FOB,2Q0615406AD SLIDING-CALIPER BRAKE (AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),288,PCS,EUR,41.36,87083000,,,NOEXCISE,,,,,,,,,,AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION,NA,2Q0615406AD,GNX200,,,,,,,CZ,,,,,,,N,,009/2025,II544,001/2017,56,,,,,,,,,,011/2021,17,,,,,,,,,,794.88,SKODA AUTO A.S.,"TR. VACLAVA KLEMENTA 869, 293 01 MLADA BOLESLAV",,Czech Republic,,,,,,,,,,,,011/2021,17,,,,,,,,,,,,,,,,,,,,,,,,
59638718,04.02.2026,FOB,2Q0915135 BATTERY TERMINAL (AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),"3,520",PCS,EUR,1.671698864,85369090,,,NOEXCISE,,,,,,,,,,AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION,NA,2Q0915135,GNX200,,,,,,,DE,,,,,,,N,,009/2025,II508,001/2017,56,,,,,,,,,,011/2021,17,,,,,,,,,,3520,SKODA AUTO A.S.,"TR. VACLAVA KLEMENTA 869, 293 01 MLADA BOLESLAV",,Czech Republic,,,,,,,,,,,,011/2021,17,,,,,,,,,,,,,,,,,,,,,,,,
59638718,04.02.2026,FOB,2Q0971813 CAP (AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),"1,512",PCS,EUR,0.061322751,87089900,,,NOEXCISE,,,,,,,,,,AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION,NA,2Q0971813,GNX200,,,,,,,DE,,,,,,,N,,009/2025,II544,001/2017,56,,,,,,,,,,011/2021,17,,,,,,,,,,12.096,SKODA AUTO A.S.,"TR. VACLAVA KLEMENTA 869, 293 01 MLADA BOLESLAV",,Czech Republic,,,,,,,,,,,,011/2021,17,,,,,,,,,,,,,,,,,,,,,,,,
59638718,04.02.2026,FOB,2Q2614235C BRACKET FOR ABS UNIT (AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),600,PCS,EUR,2.61,87089900,,,NOEXCISE,,,,,,,,,,AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION,NA,2Q2614235C,GNX200,,,,,,,ES,,,,,,,N,,009/2025,II544,001/2017,56,,,,,,,,,,011/2021,17,,,,,,,,,,357.6,SKODA AUTO A.S.,"TR. VACLAVA KLEMENTA 869, 293 01 MLADA BOLESLAV",,Czech Republic,,,,,,,,,,,,011/2021,17,,,,,,,,,,,,,,,,,,,,,,,,
59638718,04.02.2026,FOB,3AA837903 COVER (SELF-ADHESIVE) (AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),450,PCS,EUR,0.161555556,87089900,,,NOEXCISE,,,,,,,,,,AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION,NA,3AA837903,GNX200,,,,,,,DE,,,,,,,N,,009/2025,II544,001/2017,56,,,,,,,,,,011/2021,17,,,,,,,,,,2.7,SKODA AUTO A.S.,"TR. VACLAVA KLEMENTA 869, 293 01 MLADA BOLESLAV",,Czech Republic,,,,,,,,,,,,011/2021,17,,,,,,,,,,,,,,,,,,,,,,,,
59638718,04.02.2026,FOB,3CN945087 ADDITIONAL BRAKE LIGHT WITH (AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),325,PCS,EUR,5.385107692,85122090,,,NOEXCISE,,,,,,,,,,AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION,NA,3CN945087,GNX200,,,,,,,DE,,,,,,,N,,009/2025,II485,001/2017,56,,,,,,,,,,011/2021,17,,,,,,,,,,325,SKODA AUTO A.S.,"TR. VACLAVA KLEMENTA 869, 293 01 MLADA BOLESLAV",,Czech Republic,,,,,,,,,,,,011/2021,17,,,,,,,,,,,,,,,,,,,,,,,,
59638718,04.02.2026,FOB,3T0945229 BALL SCREW (AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),"4,000",PCS,EUR,0.13121,73181190,,,NOEXCISE,,,,,,,,,,AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION,NA,3T0945229,GNX200,,,,,,,DE,,,,,,,N,,009/2025,II296,001/2017,56,,,,,,,,,,011/2021,17,,,,,,,,,,4,SKODA AUTO A.S.,"TR. VACLAVA KLEMENTA 869, 293 01 MLADA BOLESLAV",,Czech Republic,SIUNAPL,MOSSIMS230326483465,,,,,,,,,,011/2021,17,,,,,,,,,,,,,,,,,,,,,,,,
59638718,04.02.2026,FOB,5F0010009 VEHICLE DATA CARRIER (AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),"5,000",PCS,EUR,0.06323,39199090,,,NOEXCISE,,,,,,,,,,AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION,NA,5F0010009,GNX200,,,,,,,GB,,,,,,,N,,009/2025,II120,001/2017,56,,,,,,,,,,011/2021,17,,,,,,,,,,20,SKODA AUTO A.S.,"TR. VACLAVA KLEMENTA 869, 293 01 MLADA BOLESLAV",,Czech Republic,,,,,,,,,,,,011/2021,17,,,,,,,,,,,,,,,,,,,,,,,,
59638718,04.02.2026,FOB,5F0899181 PLUG (AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),"18,000",PCS,EUR,0.04784,87089900,,,NOEXCISE,,,,,,,,,,AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION,NA,5F0899181,GNX200,,,,,,,ES,,,,,,,N,,009/2025,II544,001/2017,56,,,,,,,,,,011/2021,17,,,,,,,,,,18,SKODA AUTO A.S.,"TR. VACLAVA KLEMENTA 869, 293 01 MLADA BOLESLAV",,Czech Republic,,,,,,,,,,,,011/2021,17,,,,,,,,,,,,,,,,,,,,,,,,
