Invoice Number,Invoice Date,Part No.,Description,Country Code,HS Code,Default,Quantity,Unit,Net Weight,Price/100,Total Price,Currency,Source
51190638,16-02-2026,5H2800345RC7Q,DOOR HANDLE,CZ,392630,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,SET,0.463,"2,596.85",25.97,EUR,VOLKSWAGEN AG
51190638,16-02-2026,5H2800345RY9T,DOOR HANDLE,CZ,392630,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,SET,0.463,"2,596.85",25.97,EUR,VOLKSWAGEN AG
51190638,16-02-2026,5QF601027S03C,RIM,PL,870870,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,10.550,"2,253.36",22.53,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L807109B,"BUMPER BAR,FRONT",CZ,870810,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,17.994,"7,033.29",70.33,EUR,VOLKSWAGEN AG
51190638,16-02-2026,5QS201021AS,FUEL TANK,HU,870899,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,PCE,35.283,"15,702.34",471.07,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L867601A4PK,"LINING,TRUNK LID",PL,870829,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,PCE,8.274,"1,243.51",37.31,EUR,VOLKSWAGEN AG
51190638,16-02-2026,"=""0CQ525010AP""",REAR DIFFERENTIAL,DE,870850,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,PCE,59.008,"38,767.80",775.36,EUR,VOLKSWAGEN AG
51190638,16-02-2026,5H2800345R0K1,DOOR HANDLE,CZ,392630,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,SET,0.454,"2,596.85",25.97,EUR,VOLKSWAGEN AG
51190638,16-02-2026,5QS400053,STEERING KNUCKLE,DE,870850,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,PCE,86.220,"14,848.14",445.44,EUR,VOLKSWAGEN AG
51190638,16-02-2026,5QS400054,STEERING KNUCKLE,DE,870850,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,PCE,86.265,"14,932.14",447.96,EUR,VOLKSWAGEN AG
51190638,16-02-2026,5QS412022FE,SUSPENSION STRUT,DE,870880,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),6,PCE,44.502,"5,276.07",316.56,EUR,VOLKSWAGEN AG
51190638,16-02-2026,5QS521101D,PROPELLER SHAFT,DE,870850,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,PCE,20.960,"10,614.76",212.30,EUR,VOLKSWAGEN AG
51190638,16-02-2026,5QT423051E,STEERING SYSTEM,DE,870894,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,PCE,23.024,"26,328.18",526.56,EUR,VOLKSWAGEN AG
51190638,16-02-2026,5WA199315F,SUBFRAME,PL,870899,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,PCE,22.400,"3,719.14",74.38,EUR,VOLKSWAGEN AG
51190638,16-02-2026,8V0827507K,STRIKER,PL,830160,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,0.190,233.51,2.34,EUR,VOLKSWAGEN AG
51190638,16-02-2026,3WA505235AF,SUBFRAME,DE,870880,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,PCE,63.000,"16,032.08",480.96,EUR,VOLKSWAGEN AG
51190638,16-02-2026,5QS501051EB,FINAL DRIVE,DE,870850,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,PCE,52.800,"14,092.19",422.77,EUR,VOLKSWAGEN AG
51190638,16-02-2026,5QS501052EB,FINAL DRIVE,DE,870850,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,PCE,52.800,"14,092.19",422.77,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L807305D,BUMPER BAR,PL,870810,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,PCE,14.876,"1,766.59",35.33,EUR,VOLKSWAGEN AG
51190638,16-02-2026,5QF601027S03C,RIM,PL,870870,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,PCE,21.100,"2,253.36",45.07,EUR,VOLKSWAGEN AG
51190638,16-02-2026,5QF601324,TIRE,CN,401110,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,PCE,22.800,"2,067.22",62.02,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L807109B,"BUMPER BAR,FRONT",CZ,870810,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),2,PCE,35.988,"7,033.29",140.67,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57M857003C6PS,DASHBOARD,DE,870829,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),3,PCE,21.249,"14,783.35",443.50,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L881003,FRONT SEAT W. BACKREST,DE,940120,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,25.003,"53,570.00",535.70,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L881004,FRONT SEAT W. BACKREST,DE,940120,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,25.003,"56,623.00",566.23,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L885001,REAR SEAT WITH BACKREST,DE,940120,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,50.003,"46,886.00",468.86,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L885002,REAR SEAT WITH BACKREST,DE,940120,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,20.003,"30,502.00",305.02,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L807052,REAR BUMPER,DE,870810,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,9.003,"15,632.00",156.32,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L807063,"BUMPER,FRONT",DE,870810,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,9.003,"37,676.00",376.76,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L857089,REAR MIRROR LEFT,SK,700910,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,1.100,"10,802.00",108.02,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L857090,REAR MIRROR RIGHT,SK,700910,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,1.121,"13,445.00",134.45,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L253001,"EXHAUST SYSTEM, FRONT",CZ,842139,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,15.496,"65,374.00",653.74,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L881003,FRONT SEAT W. BACKREST,DE,940120,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,25.003,"53,570.00",535.70,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L881004,FRONT SEAT W. BACKREST,DE,940120,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,25.003,"56,623.00",566.23,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L885001,REAR SEAT WITH BACKREST,DE,940120,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,50.003,"46,886.00",468.86,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L885002,REAR SEAT WITH BACKREST,DE,940120,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,20.003,"30,502.00",305.02,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L885003,REAR SEAT W. BACK 3rd ROW,PL,940120,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,32.603,"38,203.00",382.03,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L253001,"EXHAUST SYSTEM, FRONT",CZ,842139,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,15.496,"65,374.00",653.74,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L867017,SIDE PANEL TRIM,DE,870829,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,0.943,"5,149.00",51.49,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L867018,SIDE PANEL TRIM,DE,870829,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,0.948,"4,995.00",49.95,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L885003,REAR SEAT W. BACK 3rd ROW,PL,940120,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,32.603,"38,203.00",382.03,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L857537,MIRROR CAP LEFT,DE,392690,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,1.100,319.00,3.19,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L857538,MIRROR CAP RIGHT,DE,392690,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,1.121,320.00,3.20,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L971002,"HARNESS,ENGINE COMPARTMENT",MA,854430,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,3.503,"23,241.00",232.41,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L971001,"HARNESS, DASHBOARD",MA,854430,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,2.003,"47,223.00",472.23,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L857089,REAR MIRROR LEFT,SK,700910,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,1.100,"10,802.00",108.02,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L857090,REAR MIRROR RIGHT,SK,700910,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,1.121,"13,445.00",134.45,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L885003,REAR SEAT W. BACK 3rd ROW,PL,940120,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,32.603,"38,203.00",382.03,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L971002,"HARNESS,ENGINE COMPARTMENT",MA,854430,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,3.503,"23,241.00",232.41,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L971001,"HARNESS, DASHBOARD",MA,854430,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,2.003,"47,223.00",472.23,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L857537,MIRROR CAP LEFT,DE,392690,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,1.100,319.00,3.19,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L857538,MIRROR CAP RIGHT,DE,392690,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,1.121,320.00,3.20,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L253026,FRONT MUFFLER/ REAR MUFFLER,PL,870892,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,15.003,"8,467.00",84.67,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L807052,REAR BUMPER,DE,870810,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,9.003,"15,632.00",156.32,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L807063,"BUMPER,FRONT",DE,870810,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,9.003,"37,676.00",376.76,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L857089,REAR MIRROR LEFT,SK,700910,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,1.100,"10,802.00",108.02,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L857090,REAR MIRROR RIGHT,SK,700910,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,1.121,"13,445.00",134.45,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L253026,FRONT MUFFLER/ REAR MUFFLER,PL,870892,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,15.003,"8,467.00",84.67,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L867017,SIDE PANEL TRIM,DE,870829,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,0.943,"5,149.00",51.49,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L867018,SIDE PANEL TRIM,DE,870829,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,0.948,"4,995.00",49.95,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L971002,"HARNESS,ENGINE COMPARTMENT",MA,854430,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,3.503,"23,241.00",232.41,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L971001,"HARNESS, DASHBOARD",MA,854430,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,2.003,"47,223.00",472.23,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L867017,SIDE PANEL TRIM,DE,870829,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,0.943,"5,149.00",51.49,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L867018,SIDE PANEL TRIM,DE,870829,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,0.948,"4,995.00",49.95,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L253001,"EXHAUST SYSTEM, FRONT",CZ,842139,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,15.496,"65,374.00",653.74,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L253026,FRONT MUFFLER/ REAR MUFFLER,PL,870892,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,15.003,"8,467.00",84.67,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L881003,FRONT SEAT W. BACKREST,DE,940120,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,25.003,"53,570.00",535.70,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L881004,FRONT SEAT W. BACKREST,DE,940120,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,25.003,"56,623.00",566.23,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L885001,REAR SEAT WITH BACKREST,DE,940120,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,50.003,"46,886.00",468.86,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L885002,REAR SEAT WITH BACKREST,DE,940120,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,20.003,"30,502.00",305.02,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L807052,REAR BUMPER,DE,870810,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,9.003,"15,632.00",156.32,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L807063,"BUMPER,FRONT",DE,870810,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,9.003,"37,676.00",376.76,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L857537,MIRROR CAP LEFT,DE,392690,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,1.100,319.00,3.19,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L857538,MIRROR CAP RIGHT,DE,392690,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,1.121,320.00,3.20,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L863004,CENTER CONSOLE,DE,870829,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,13.833,"22,062.00",220.62,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L863004,CENTER CONSOLE,DE,870829,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,13.833,"22,062.00",220.62,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L863004,CENTER CONSOLE,DE,870829,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,13.833,"22,062.00",220.62,EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L800411,BODY W.PAINT,DE,870710,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,539.003,"417,387.00","4,173.87",EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L800411,BODY W.PAINT,DE,870710,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,539.003,"417,387.00","4,173.87",EUR,VOLKSWAGEN AG
51190638,16-02-2026,57L800411,BODY W.PAINT,DE,870710,(AUTOMOTIVE PARTS FOR CAPTIVE CONSUMPTION),1,PCE,539.003,"417,387.00","4,173.87",EUR,VOLKSWAGEN AG
